Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
LMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.30504799,29.60996437,28.92420578,28.24795723,27.58138275,26.92463493,26.2778511,25.64115334,25.01464653,24.39842606,23.79257011,23.19713974,22.61219025,22.03775978,21.47387123,20.92053986,20.37776756,19.84554291,19.32384491,18.81264114,18.31189346,17.82154655,17.3415432
LMY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.92998505,22.45392036,21.98567772,21.51016998,21.02104759,20.53142929,20.03726006,19.52898788,19.01376724,18.50245094,18.01231194,17.54159355,17.06880951,16.6089344,16.1686554,15.74407768,15.33712673,14.94906616,14.60413647,14.30585003,14.04428577,13.82208157,13.62808228
LSO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.8,18.9,,,,,,,,,,,16.6,,,,,13.4,,,,,10.5,,,,10.5,,,,
LTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LTU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,
LUX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LVA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
MAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4,,,,,8.1,,,,,7.7,,,,,,9.8,,,,,,,,2.9,,,,,,2.6,,2.8,,,
MCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,,,,,,,2.2,,,,,,,,,,
MDG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.2,40.9,,30.4,,35.6,,,,,,,36.7,,,,,,,,32.6,,,,,,26.4,,,22.6,
MDV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.5,39,,37.9,,,,25.7,,,,,,,,17.7,,,,,,,,14.8,,,,,
MEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.813995361,8.542525291,8.27865696,8.02222538,7.773062706,7.531005383,7.295889854,7.06755352,6.845835209,6.630576611,6.421619892,6.218809128,6.021992207,5.831016541,5.645733356,5.465996265,5.291660309,5.122582912,4.958625317,4.799650192,4.645522594,4.496110916,4.351284981
MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.9,9.6,,,,,,,10.3,,5.6,,,,4.2,,,6,3.4,,,,,,2.8,,,3.9,4.2,,,4.7,4.6,4.2,
MHL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.9,,,,,
MIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.06382179,21.58481407,21.11136627,20.62822151,20.13099861,19.63182449,19.12467957,18.60087585,18.06981468,17.54362106,17.04146767,16.56200027,16.08108902,15.6144762,15.16833496,14.73798847,14.325737,13.93206406,13.58362103,13.2848978,13.02573109,12.81046963,12.6279068
MKD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,,,,,,1.8,,,,,,1.3,,,,,,,,0.9,,,
MLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.4,,,,,,,,,39.6,,,,,30,,,,,27.9,,,,18.9,20,,,24.1,25,20.2,17.1,18.6,16.9,14.9,17.5,18.5
MLT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.5,37,,,31.2,38.7,,28.1,,,30,,,29.2,,,,,,22.6,,,,,,,18.5,,19.5,,,,
MNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MNE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,,,,,,,,1,,,,,3.7,,,,
MNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.8,,,,,,,10.8,11.6,,,,5.1,5.3,,,,,3.3,,,1.6,,,0.8,,1.8,,,,
MNP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.9,,24.6,,,,24.5,,21.2,,,,,18.2,,,15.6,,,,15.6,,,,,14.8,,
MRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.3,,,,29.7,,,,,,,25.5,16.5,,,24.4,20.4,,,24.9,,,19.2,17.3,16.8,14.8,22.4
MUS,,,,,,,,,,,,,,,,,,,,,,,,,,21.1,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
MWI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.4,,,26.5,,,23.5,,21.5,,21.7,,18.6,,15.6,,,11.7,13.9,,,,16.7,11.8,14.6,12.3,11.5,8.8,12.8,,
MYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.1,23.1,22.6,20.5,19.7,17.7,,,,16.7,,,,,,,12.7,,,,,,,,,12.4,13.7,,,14.1,,,
NAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.890487909,0.877940536,0.865568399,0.853369117,0.841340303,0.829479694,0.817784846,0.806253552,0.794883549,0.783672631,0.772618592,0.761719286,0.750972569,0.740376353,0.729928493,0.719627082,0.709469974,0.699455202,0.689580858,0.679844916,0.670245528,0.660780787,0.651448786
NAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4,,,,,,,,20.2,,,,,,,17.4,,,,,,13.2,,,,,,,,,
NCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NER,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,38.7,,,,,,46.7,,43.1,,,,,,39.9,37.9,34.6,33.5,40,36.2,38,33.1,34.6,35.8,32,,37.5,31.3,33.4,33.2,34.6
NGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.1,,,35.1,,,,,,,,,,26.7,,,,,,,,24.2,,,20.6,19.5,31.5,,21.8,,18.4,,
NIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6,,,,,10.3,,,7.7,,,3.4,,,5.7,,,,,4.6,,,,,,,,,,
NLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,,,,,,,,,,,,,1,,,,,,,,,,,,,
NOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.6,42.9,,36.5,,,42.8,,,,,38.6,,,,,28.9,,,29.7,,27.3,,,24.4,,,18.7
NRU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8,,,,,,,,,,,,,,,
NZL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OMN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.6,,,10.7,,,,,13,,,,,,,,,,8.6,,,,,9.7,,,11.2,,,,,
OSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAK,,,,,,,,,,,,,,,,,,,,,,,,,,,44.4,,,,,38.4,35.3,,,34.2,,,,,,31.2,,,,,,,,,,31.4,,31.8,,,,,23.1,,,,
PAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,5.3,,,,,3.9,,,,,,,,,,,2.9,,,
PER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8,,,,,5.7,,,,5.2,,,,,5.4,,4.3,,4.3,4.3,4.2,3.4,3.6,3.2,3.4,3.2,3.2,2.6,2.4,2.2,2.1,
PHL,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.3,,,29.9,,29.8,26.3,,,,,28.3,,,,,20.7,,,,,20.6,,,20.2,,19.9,,21.4,,,,,,,
PLW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNG,,,,,,,,,,,,,,,,,,,,,,,,22.8,,,,,,,,,,,,,,,,,,,,,,17.2,,,,,27.8,,,,,,,,,,,,
POL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,
PRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.5,,24.7,,17.7,,20.6,,,,,18.8,,,15.2,,,,,9.3,,,,,
PRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,
PRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,,,,,,,,,,,,,,,3.4,,,,,,,2.6,,,,1.3,,,,,,
PSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,,2.2,,2.4,,3.3,,2.6,,,,3.7,,,,1.4,,,,,,2.1,,
PSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PYF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,3.4,3.7,3.8,3.5,,,,,,,,,,,,,,,,,,,,
RUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RWA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.2,,,,22.6,,,,20.3,,,,,17.9,,,,14.3,11.7,,11.8,,,9.6,,,12.2,,7.7,,
SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.77058792,41.9341011,41.10222244,40.27540207,39.45407486,38.63866043,37.82956696,37.02719116,36.23191833,35.44411087,34.66412354,33.89228821,33.12892151,32.37433243,31.62879944,30.89259338,30.16596222,29.44913864,28.74234009,28.0457592,27.35957909,26.68396187,26.01905251
SAU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5,,,,,,,,,,5.3,,,,,,,,,,,5.8,4.6,6.2,3.3,4,3.5,,
SDN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,29.8,,,,33,,,,,,,,
SEN,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,20.4,,19,,,19.6,,,,17.8,,,,,14.5,,,,,,18.4,14.4,16.7,12.8,16.1,13.8,14.4,15.1,14.4,,,
SGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,,,,,,,,,,,,,,,,,,,,,,
SLB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.3,,,,,,,,,,,,,,,,,,11.8,,,,,,,,16.2,,,,,,,
SLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.7,25.4,,,,,,,,,,23.4,,,,,27.2,,,,,18.5,,,,13,,,15.6,,13.5,,12,
SLV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.1,,,,,8,,,,,9.7,,,,,6.1,,,,,6.7,,,,,,5,,,,,,,,
SMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.8,,,,,,,32.8,,,22.5,,,,,,,,,,,,,
SRB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,,,,,1.6,,,,1.8,,,,,1,,,
SSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SSD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.5,,,,27.7,,,,,,,,,,,,
SSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.80416298,24.33750343,23.87683678,23.42218971,22.97358704,22.53104782,22.09458923,21.6642189,21.23994827,20.82177734,20.40970612,20.00372887,19.60383797,19.21002197,18.82226563,18.44054985,18.06485176,17.69514656,17.33140945,16.9736042,16.62170219,16.27566719,15.93545723
SST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8,,,,,5.4,,,
SUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.1,,,,,,7.5,,,,5.8,,,,,,,,6.7,,,,
SVK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SVN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1,,,,,,6,,7.3,,5.9,,,,5.8,,,,,,,,
SXM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,3.8,,,,,,,,,,
SYR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5,,11.3,,,,,6,11.5,,,,,10,,,,10.4,,,,,,,,,,,,
TCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,
TCD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.3,,,29.2,,,,33.9,,,,,,30.3,,,,,29.4,,24.3,24.7,29.2,18.9,21.4,18.9
TEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TGO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.3,,,,,,,,16.7,,22.8,,,,,,,,,,20.5,16.6,16.6,,16.5,,16.1,,,15.2,,,,,
THA,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.2,,,,,,16.3,,15.4,,,,,,,,,,,7,,,,,,9.2,,,,6.7,,,7.7,,,
TJK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.9,,15.1,,8.2,,,13.3,,,,6.4,7.6,,,,,
TKM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,9.2,,,,,,,,,3.2,,,,3.1,,,
TLA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.6,41.5,,,,49.5,,44.9,,,,37.5,32.4,,,,,,31.9,,
TMN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,,,,,,,0.8,,,
TSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7,,,,,,,,,,,,,4.3,,,,,,,,,,,4.9,,,,,,,,,,,
TUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6,,,,,,,,,3.3,,,3.5,,,,,,3.3,,,,,,2.3,,,,,,1.6,,,,
TUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7,,9,,,7,,,,,,3.5,,,,1.9,,,,,2.3,,,,,1.5,,,,
TUV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,2.9,,,
TZA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.8,,,,,26.8,,,25.3,,,,,16.7,,,,,16.4,16.1,14.1,,13.1,13.4,13.7,,,14.6,13.2,,,12.1
UGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.7,,,,,,,21.3,,,,,19.2,,,,,,16.3,,,15.7,,14.1,11.9,,11.7,8.8,10.4,,7.7,,7.6,,
UKR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1,,,,,,,,,,,,,,,,,,,,,,
UMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.852345467,6.470205784,6.107979774,5.764782429,5.439751625,5.132048607,4.84085989,4.565398216,4.304902077,4.058637142,3.825896978,3.606001377,3.398298025,3.202160597,3.016990185,2.842213154,2.67728138,2.521672249,2.374886751,2.23644948,2.105907917,1.982831597,1.866811156
URY,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,,,,,,,,,,,,4.8,,,5.4,5.1,6,,,4,,,,4,,1.1,,,3.3,,1.8,,,,
USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,1.1,,0.8,,1.3,,0.7,,0.7,,1,,0.5,,0.7,,1.4,,0.4,,,,
UZB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.3,,,,,,7.4,,,,4.4,,,,,,,,,,,2.9,,,,1.8,
VCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9,,,6.7,5.4,4.5,4,3.9,4.1,4.4,4.5,4.6,4.1,3.9,4,4.2,4.6,4.5,4.1,3.9,3.7,3.2,2.9,,,,,,,,,,,,,
VGB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VNM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.7,,,,,36.6,40.6,,,,35.8,31.1,26.7,,23.3,24.6,23.6,22.8,21.9,21.6,20.5,17.5,11.7,16.8,16.2,15.3,14.5,14.1,13.8,13.4,12.8,12.2,11.6,,
VUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6,,,,,,,,,,,,11.5,,,,,11.7,,,,,,,,,
WLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.83731079,20.43678284,20.0454998,19.63494873,19.198946,18.75195503,18.2817173,17.78050423,17.26987076,16.76907349,16.29559898,15.8491106,15.41043186,14.99188614,14.59063721,14.19985199,13.82894611,13.47963715,13.17168713,12.90980625,12.68477345,12.49302959,12.32544613
WSM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,,,,,,,,,,,,,,,3.2,,,,,3.4,,,
XKX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.9,,,,,34.2,43,,,,,,45.3,,36.7,,,,,,35.5,,39.9,,,,,,,,,
ZAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,9.8,,,,,,,,,8.6,,,,,,,5.8,5.9,4.9,,,,,
ZMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.2,,,,19.6,,,18.9,,,23.2,,,,,14.9,,,,,,14.9,,,,,11.8,,,,
ZWE,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5,8,,,,,,11.8,,,,,11.5,,,,,,14,,,,11.7,10.2,,,,11.2,8.5,,,,9.7,,,
